0.843137	0.262745	0.066667
0.843137	0.262745	0.066667
0.847059	0.278431	0.066667
0.854902	0.290196	0.066667
0.858824	0.301961	0.066667
0.862745	0.317647	0.070588
0.866667	0.333333	0.07451
0.870588	0.352941	0.078431
0.87451	0.372549	0.078431
0.882353	0.392157	0.078431
0.886275	0.411765	0.078431
0.894118	0.431373	0.07451
0.901961	0.45098	0.070588
0.909804	0.470588	0.066667
0.913725	0.490196	0.066667
0.921569	0.505882	0.062745
0.92549	0.521569	0.058824
0.929412	0.537255	0.054902
0.933333	0.54902	0.054902
0.933333	0.560784	0.054902
0.937255	0.576471	0.054902
0.941176	0.592157	0.054902
0.945098	0.611765	0.05098
0.952941	0.627451	0.043137
0.956863	0.639216	0.031373
0.960784	0.654902	0.023529
0.964706	0.666667	0.015686
0.968627	0.682353	0.015686
0.972549	0.705882	0.015686
0.976471	0.72549	0.019608
0.980392	0.745098	0.019608
0.984314	0.756863	0.015686
0.988235	0.776471	0.015686
0.988235	0.792157	0.015686
0.992157	0.807843	0.019608
0.992157	0.827451	0.023529
0.996078	0.847059	0.027451
0.996078	0.866667	0.031373
0.996078	0.886275	0.027451
0.992157	0.901961	0.023529
0.984314	0.913725	0.019608
0.976471	0.921569	0.015686
0.964706	0.917647	0.015686
0.945098	0.913725	0.015686
0.917647	0.898039	0.023529
0.894118	0.886275	0.035294
0.866667	0.87451	0.047059
0.843137	0.862745	0.058824
0.823529	0.854902	0.07451
0.803922	0.847059	0.082353
0.784314	0.839216	0.094118
0.764706	0.835294	0.098039
0.74902	0.827451	0.105882
0.729412	0.823529	0.113725
0.709804	0.815686	0.117647
0.694118	0.807843	0.129412
0.678431	0.803922	0.137255
0.662745	0.796078	0.14902
0.647059	0.792157	0.156863
0.631373	0.788235	0.164706
0.615686	0.780392	0.172549
0.6	0.772549	0.176471
0.584314	0.760784	0.184314
0.568627	0.752941	0.196078
0.556863	0.74902	0.207843
0.541176	0.741176	0.215686
0.529412	0.733333	0.219608
0.513725	0.729412	0.223529
0.494118	0.721569	0.227451
0.47451	0.709804	0.227451
0.454902	0.701961	0.227451
0.439216	0.698039	0.227451
0.427451	0.694118	0.227451
0.411765	0.694118	0.227451
0.4	0.690196	0.227451
0.384314	0.690196	0.227451
0.368627	0.686275	0.227451
0.352941	0.682353	0.231373
0.341176	0.678431	0.239216
0.333333	0.678431	0.247059
0.337255	0.678431	0.258824
0.341176	0.678431	0.278431
0.34902	0.678431	0.298039
0.360784	0.678431	0.313725
0.368627	0.678431	0.333333
0.372549	0.678431	0.352941
0.372549	0.678431	0.360784
0.372549	0.682353	0.368627
0.376471	0.686275	0.380392
0.380392	0.690196	0.392157
0.384314	0.698039	0.403922
0.388235	0.701961	0.419608
0.392157	0.705882	0.435294
0.4	0.713725	0.45098
0.407843	0.717647	0.470588
0.415686	0.721569	0.490196
0.427451	0.721569	0.509804
0.431373	0.721569	0.521569
0.435294	0.721569	0.533333
0.439216	0.721569	0.541176
0.443137	0.72549	0.552941
0.45098	0.729412	0.568627
0.466667	0.737255	0.588235
0.482353	0.745098	0.611765
0.498039	0.752941	0.631373
0.505882	0.756863	0.647059
0.509804	0.756863	0.658824
0.509804	0.756863	0.666667
0.509804	0.756863	0.67451
0.509804	0.756863	0.682353
0.521569	0.764706	0.701961
0.537255	0.772549	0.721569
0.552941	0.784314	0.745098
0.564706	0.788235	0.760784
0.568627	0.792157	0.772549
0.564706	0.788235	0.780392
0.556863	0.784314	0.784314
0.545098	0.780392	0.788235
0.533333	0.776471	0.796078
0.52549	0.772549	0.803922
0.509804	0.768627	0.815686
0.490196	0.764706	0.823529
0.470588	0.756863	0.827451
0.45098	0.752941	0.835294
0.423529	0.74902	0.843137
0.411765	0.745098	0.847059
0.411765	0.741176	0.847059
0.411765	0.737255	0.85098
0.4	0.733333	0.854902
0.380392	0.729412	0.862745
0.356863	0.721569	0.870588
0.329412	0.717647	0.882353
0.305882	0.709804	0.886275
0.290196	0.698039	0.890196
0.290196	0.690196	0.886275
0.290196	0.682353	0.886275
0.282353	0.670588	0.882353
0.282353	0.662745	0.87451
