0.286275	0.647059	0.862745
0.298039	0.631373	0.847059
0.305882	0.611765	0.827451
0.313725	0.592157	0.811765
0.317647	0.572549	0.792157
0.321569	0.556863	0.776471
0.321569	0.537255	0.756863
0.317647	0.517647	0.741176
0.313725	0.498039	0.721569
0.309804	0.478431	0.705882
0.305882	0.462745	0.694118
0.301961	0.45098	0.686275
0.298039	0.439216	0.678431
0.298039	0.427451	0.670588
0.294118	0.411765	0.662745
0.282353	0.392157	0.647059
0.270588	0.368627	0.627451
0.262745	0.34902	0.607843
0.254902	0.333333	0.592157
0.254902	0.32549	0.584314
0.25098	0.313725	0.572549
0.25098	0.309804	0.568627
0.25098	0.301961	0.560784
0.247059	0.290196	0.556863
0.243137	0.278431	0.54902
0.235294	0.266667	0.545098
0.227451	0.258824	0.541176
0.215686	0.25098	0.533333
0.203922	0.239216	0.521569
0.188235	0.223529	0.501961
0.176471	0.207843	0.490196
0.164706	0.196078	0.47451
0.156863	0.188235	0.470588
0.156863	0.180392	0.466667
0.156863	0.176471	0.462745
0.164706	0.176471	0.462745
0.176471	0.176471	0.462745
0.188235	0.180392	0.466667
0.203922	0.184314	0.466667
0.215686	0.188235	0.470588
0.231373	0.2	0.47451
0.247059	0.207843	0.482353
0.258824	0.215686	0.490196
0.266667	0.219608	0.494118
0.278431	0.219608	0.498039
0.282353	0.219608	0.498039
0.290196	0.219608	0.498039
0.301961	0.223529	0.498039
0.317647	0.235294	0.505882
0.341176	0.247059	0.517647
0.360784	0.254902	0.52549
0.380392	0.262745	0.529412
0.396078	0.270588	0.533333
0.411765	0.278431	0.533333
0.423529	0.282353	0.537255
0.443137	0.294118	0.541176
0.462745	0.301961	0.54902
0.486275	0.313725	0.560784
0.505882	0.32549	0.564706
0.517647	0.329412	0.568627
0.52549	0.333333	0.568627
0.537255	0.341176	0.568627
0.54902	0.34902	0.568627
0.560784	0.352941	0.568627
0.572549	0.352941	0.572549
0.588235	0.352941	0.576471
0.6	0.34902	0.580392
0.607843	0.341176	0.576471
0.619608	0.333333	0.572549
0.631373	0.329412	0.568627
0.647059	0.317647	0.560784
0.658824	0.309804	0.54902
0.670588	0.298039	0.537255
0.686275	0.286275	0.529412
0.698039	0.278431	0.52549
0.709804	0.270588	0.517647
0.721569	0.258824	0.509804
0.737255	0.247059	0.501961
0.74902	0.235294	0.498039
0.756863	0.227451	0.490196
0.768627	0.219608	0.482353
0.784314	0.215686	0.47451
0.8	0.211765	0.466667
0.811765	0.207843	0.454902
0.823529	0.203922	0.439216
0.831373	0.2	0.419608
0.835294	0.196078	0.4
0.835294	0.196078	0.380392
0.835294	0.196078	0.360784
0.835294	0.196078	0.341176
0.835294	0.192157	0.321569
0.835294	0.188235	0.301961
0.835294	0.184314	0.282353
0.835294	0.176471	0.262745
0.835294	0.172549	0.247059
0.835294	0.168627	0.231373
0.835294	0.164706	0.215686
0.835294	0.164706	0.203922
0.835294	0.164706	0.196078
0.803922	0.164706	0.164706
0.807843	0.164706	0.164706
0.807843	0.164706	0.160784
0.811765	0.164706	0.156863
0.811765	0.164706	0.14902
0.811765	0.164706	0.137255
0.807843	0.160784	0.121569
0.807843	0.160784	0.109804
0.803922	0.156863	0.094118
0.807843	0.160784	0.082353
0.811765	0.164706	0.07451
0.815686	0.172549	0.070588
0.819608	0.184314	0.066667
0.823529	0.196078	0.066667
0.827451	0.207843	0.066667
0.827451	0.223529	0.066667
0.831373	0.239216	0.066667
0.835294	0.25098	0.066667
0.835294	0.25098	0.066667
